credit_score,payment_history,debt_to_income,credit_history,credit_inquiries,credit_utilization,open_accounts,delinquencies,annual_income,employment_length,age,region,target
724.5071229516849,100.0,24.872325875384277,1.0,1.0,10.556318629812004,1.0,0.0,77970.43348461772,7.245083890710002,69.52510748597129,2.0,1
629.2603548243223,100.0,32.83221993926723,3.6980749461024907,4.0,41.07463885794711,2.288137443654758,2.0,59327.558148674725,1.561452029824308,51.61553752276144,1.0,0
747.1532807151038,100.0,23.11370118500058,5.931972332891779,1.0,3.3730894883111056,5.4935318946580685,1.0,57995.60046592982,2.906572061777213,32.421290107777466,2.0,1
850.0,100.0,30.380577055414395,17.43843828670095,2.0,29.654168367969213,8.13073158481224,0.0,99327.4131784709,0.1478952140651657,25.350187324023487,2.0,1
614.8769937914996,100.0,6.595779995693215,10.78276562266879,3.0,0.0,10.881363655710093,1.0,55387.73910579098,7.078995826581297,39.18927382477928,2.0,1
614.879456457623,100.0,38.19940561059408,1.3225921545005455,2.0,19.480996292910152,2.6546642167493926,1.0,102462.0891145481,2.8013133802856096,56.29820169624235,0.0,0
850.0,100.0,35.01808213043336,10.430181447088184,1.0,9.26718289873261,5.23079095221757,0.0,111681.35378495793,13.440705600052576,72.39970618967907,2.0,1
765.1152093729363,100.0,22.74367053397714,1.0,1.0,16.04087514747178,5.4255391990575985,0.0,24938.584129616094,10.435101600157394,51.261705516161996,2.0,1
579.5788421097571,100.0,44.88868502648607,13.413455269435367,3.0,23.265096875209807,3.1701640043395014,0.0,108987.79161903104,7.580888790898142,62.53084191346855,2.0,0
731.3840065378947,100.0,49.06355206439837,5.644376740910607,0.0,39.81503618425674,1.7297785771142076,1.0,136812.68095334095,3.2150870159372684,41.32038770718297,2.0,1
580.4873460781307,100.0,10.886602034465389,7.531819056304146,3.0,26.402654861578554,6.5872284394021765,0.0,82560.11283605786,10.283121831897818,54.34153687841325,3.0,0
1000.0,100.0,23.559128321506787,14.628983237710953,1.0,20.842375921594314,6.9978465653745445,0.0,1000000.0,12.144205336091824,57.350352442157586,3.0,0
686.2943407349051,100.0,23.462864753190527,1.5641821570787502,1.0,38.74309682539891,3.124262578328713,0.0,106110.15973107476,8.856130473209781,18.0,2.0,1
363.00796330133034,64.86536804918862,20.901453483367032,1.0144090744350438,7.0,6.898430251912091,1.4300204066618687,1.0,66735.53054462934,17.62221113280158,38.798417964352346,2.0,1
391.26232512304506,100.0,47.44212262897623,5.082003368269976,3.0,25.144290103187508,5.0041413576462785,1.0,80468.4067061361,10.757823908448895,59.245505764168044,2.0,0
565.656870613854,100.0,32.09260791840795,13.191894255096583,2.0,15.403930452443579,5.341521767236112,1.0,35574.01411130672,13.481643305408205,49.117025034548476,1.0,0
498.0753319498364,100.0,31.03227738034084,1.0,4.0,24.17481651671963,3.445486657394465,0.0,79159.05085591353,8.80139249321587,27.052274277736004,2.0,0
697.1370998892911,100.0,5.0,1.0,4.0,31.22948687724303,1.0,0.0,89943.35986933624,12.05398671954186,18.0,2.0,1
513.7963886718184,100.0,44.5312704531384,5.744205707955006,0.0,19.003869226996315,4.358467737621388,2.0,90484.89068779408,3.2193126039849487,39.5132888204699,3.0,1
438.15444479970625,100.0,16.41112407719791,10.758703999554601,3.0,19.325530443382576,10.277349080858075,1.0,106962.74170792742,5.249609820723237,43.92621460659181,3.0,0
850.0,100.0,35.89898945399492,14.001308748694147,3.0,21.719538202790602,6.350521045133196,0.0,51755.93465593413,10.096181320894278,31.74115575257482,3.0,1
616.1335549270196,100.0,39.16065406937288,5.684193189573005,7.0,29.090492744988676,4.441741580488342,1.0,59021.79729979511,10.05259688934429,47.146274055419916,0.0,0
660.1292307031886,100.0,55.40987893757976,5.942866964419988,3.0,31.74770403740044,4.377814094387832,0.0,131865.22037974067,11.045670937659485,52.59580120849342,1.0,0
1000.0,100.0,15.367694013213319,13.769503671278738,2.0,21.085538450966055,7.47991391807259,1.0,1000000.0,14.602357353672375,55.06030756089349,2.0,0
568.3425913212226,100.0,5.0,1.0,4.0,3.560748670448781,4.236303959368507,0.0,81001.01361936984,0.0,18.0,3.0,1
666.6383884564799,100.0,37.75774317130542,6.057396124084954,2.0,41.080730043985994,5.33169433857853,2.0,72989.69874824336,2.1532847143382234,25.285723532878198,0.0,0
477.3509633866546,100.0,62.0076677226628,8.952119449625288,2.0,51.358586118455854,6.244267518432596,0.0,50349.575210849325,9.377435846445518,40.430660274678964,2.0,1
706.3547027518508,100.0,53.58419529409156,10.246093606425172,3.0,23.551116463504496,5.712161313129847,0.0,123705.8763267542,3.6538182091792355,53.582596965561955,2.0,0
559.9041965121793,100.0,38.14489122911939,5.4509665340455875,0.0,41.481340943047655,4.835869405227753,1.0,59168.95764238183,28.266609447736172,52.338510203250536,3.0,0
606.2459375310085,100.0,27.62545721551929,8.172205058529206,0.0,1.9703594493186287,5.023750659183662,3.0,41181.4342887921,11.094317715020816,52.078049218150134,2.0,1
559.7440081655905,100.0,47.10683894955965,1.0,3.0,18.986444330483604,1.0,1.0,61477.79168091745,7.530014906419057,39.24873087046602,2.0,1
850.0,100.0,20.39680700443297,4.708757938330758,4.0,7.145418802230012,9.673857401202973,0.0,20000.0,4.907184361496845,40.08549844035059,2.0,1
647.9754162893099,100.0,42.14536654034329,10.267543562772337,6.0,24.67773781275126,7.536608567926136,0.0,55461.37605050454,5.119026300841734,34.07506097367389,3.0,0
491.343360656615,100.0,42.5820523874994,3.0885298287266023,4.0,48.025855563814346,1.9679205380488785,0.0,45956.1420644302,8.180843967891064,56.52291192158772,0.0,1
773.3817368154783,100.0,50.9031486124832,8.294921107947987,2.0,39.01095502248292,5.948597141151196,1.0,93522.85892781973,8.671891595727546,31.192668183906328,2.0,0
466.8734525043467,100.0,76.39490058366617,10.234362504013488,2.0,73.58977338667957,3.378027306043635,0.0,54797.57281320383,5.259805131838922,57.75054592784355,0.0,0
681.3295392507133,100.0,40.88623950768151,6.2872539957111755,8.0,27.02981682028568,3.8977731003879423,1.0,101634.11806736546,6.36108652088059,48.11779857206469,2.0,0
356.0494814180337,50.454169364066175,27.365545614387518,8.852318854982855,4.0,25.068900181616367,2.691718574243265,1.0,116954.51979207963,16.06570745140758,44.324332823172696,3.0,1
450.77209266523545,100.0,34.616385317120084,3.1863371735769386,3.0,32.43353136881813,3.853531460792226,0.0,98435.26008862797,16.307029775906205,35.149344003353,0.0,1
679.5291853803685,100.0,8.463861426663225,6.966943601519767,1.0,13.731743312101074,1.927372628195816,1.0,68538.35133419771,9.512203879609261,24.666872082538106,3.0,1
760.7699869993115,100.0,24.57930303366413,11.051080847946112,2.0,15.014180682772928,7.092170043009563,0.0,79233.43490116778,0.0,35.28520865432932,1.0,1
0.0,100.0,28.86076342830344,0.0,1.0,19.310061854793815,6.99990160327831,0.0,29250.45179567821,11.23101893983426,40.049896970626705,2.0,0
632.652757641764,100.0,27.13867403098111,5.067343652180322,3.0,18.72963343212645,2.866241896486846,0.0,70986.61882436281,17.325694649666154,18.0,1.0,0
604.8344456616067,100.0,37.28532308050583,9.121082021453965,4.0,13.304134561436626,6.058113014834314,0.0,49186.84595799501,16.218686611774274,42.039672669980035,1.0,0
428.22170144488587,98.69927107884206,22.66370101426699,11.57304895318309,0.0,17.291942178730626,4.711985981910106,0.0,95829.79143447896,12.406555116858003,58.865360520390084,1.0,0
542.0233687407937,100.0,51.815460009867074,1.0,2.0,37.61552545713086,4.323461928539816,0.0,152182.57167733423,16.53453773171493,53.50826858150809,2.0,0
580.9041843560319,100.0,35.00310597377296,13.795370324779489,5.0,33.80321371979391,5.761375000308927,1.0,89994.64907921429,8.320305634874131,37.55691186387739,3.0,0
808.5683339328374,100.0,34.8604951829206,6.31872630659464,5.0,28.801407856933167,6.473558142072234,0.0,20000.0,11.76861781900223,45.70404447622842,1.0,1
701.5427434352692,100.0,30.08157925230623,10.127449666201152,3.0,37.42908143637686,2.415051259190367,0.0,64163.09421256881,3.9153466020489187,36.65753145867001,0.0,1
385.5439766955899,100.0,37.32786025788469,13.98623461822614,1.0,30.56317295839342,5.185918555268067,2.0,78674.72776123363,9.753592736934273,47.23141100003544,2.0,0
